employer_key,employer_code,employer_name,company_type,industry,sector,hq_country,hq_state,hq_city,website,linkedin_company_url,size_bucket,sponsor_f1_flag,remote_friendly_flag,diversity_program_flag,talent_partner_flag,last_engagement_date,employer_rating,created_at,updated_at,products,slu_relation,logo_url
216,EMP0216,Company 216,Startup,Technology,Private,USA,MA,Boston,https://company216.com,https://linkedin.com/company/company216,1-49,0,0,1,1,2020-08-04,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
217,EMP0217,Company 217,SMB,Healthcare,Public,USA,GA,Atlanta,https://company217.com,https://linkedin.com/company/company217,50-199,1,1,0,0,2020-08-05,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
218,EMP0218,Company 218,Enterprise,Finance,Gov,USA,AZ,Phoenix,https://company218.com,https://linkedin.com/company/company218,200-999,0,0,0,0,2020-08-06,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
219,EMP0219,Company 219,Gov,Retail,Nonprofit,USA,NC,Charlotte,https://company219.com,https://linkedin.com/company/company219,1000+,1,1,1,0,2020-08-07,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
220,EMP0220,Company 220,Nonprofit,Education,Private,USA,MO,St. Louis,https://company220.com,https://linkedin.com/company/company220,1-49,0,0,0,1,2020-08-08,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
221,EMP0221,Company 221,Other,Manufacturing,Public,USA,IL,Chicago,https://company221.com,https://linkedin.com/company/company221,50-199,1,1,0,0,2020-08-09,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
222,EMP0222,Company 222,Startup,Consulting,Gov,USA,CA,Mountain View,https://company222.com,https://linkedin.com/company/company222,200-999,0,0,1,0,2020-08-10,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
223,EMP0223,Company 223,SMB,Media,Nonprofit,USA,TX,Austin,https://company223.com,https://linkedin.com/company/company223,1000+,1,1,0,0,2020-08-11,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
224,EMP0224,Company 224,Enterprise,Aerospace,Private,USA,NY,New York,https://company224.com,https://linkedin.com/company/company224,1-49,0,0,0,1,2020-08-12,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
225,EMP0225,Company 225,Gov,Technology,Public,USA,WA,Seattle,https://company225.com,https://linkedin.com/company/company225,50-199,1,1,1,0,2020-08-13,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
226,EMP0226,Company 226,Nonprofit,Healthcare,Gov,USA,MA,Boston,https://company226.com,https://linkedin.com/company/company226,200-999,0,0,0,0,2020-08-14,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
227,EMP0227,Company 227,Other,Finance,Nonprofit,USA,GA,Atlanta,https://company227.com,https://linkedin.com/company/company227,1000+,1,1,0,0,2020-08-15,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
228,EMP0228,Company 228,Startup,Retail,Private,USA,AZ,Phoenix,https://company228.com,https://linkedin.com/company/company228,1-49,0,0,1,1,2020-08-16,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
229,EMP0229,Company 229,SMB,Education,Public,USA,NC,Charlotte,https://company229.com,https://linkedin.com/company/company229,50-199,1,1,0,0,2020-08-17,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
230,EMP0230,Company 230,Enterprise,Manufacturing,Gov,USA,MO,St. Louis,https://company230.com,https://linkedin.com/company/company230,200-999,0,0,0,0,2020-08-18,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
231,EMP0231,Company 231,Gov,Consulting,Nonprofit,USA,IL,Chicago,https://company231.com,https://linkedin.com/company/company231,1000+,1,1,1,0,2020-08-19,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
232,EMP0232,Company 232,Nonprofit,Media,Private,USA,CA,Mountain View,https://company232.com,https://linkedin.com/company/company232,1-49,0,0,0,1,2020-08-20,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
233,EMP0233,Company 233,Other,Aerospace,Public,USA,TX,Austin,https://company233.com,https://linkedin.com/company/company233,50-199,1,1,0,0,2020-08-21,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
234,EMP0234,Company 234,Startup,Technology,Gov,USA,NY,New York,https://company234.com,https://linkedin.com/company/company234,200-999,0,0,1,0,2020-08-22,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
235,EMP0235,Company 235,SMB,Healthcare,Nonprofit,USA,WA,Seattle,https://company235.com,https://linkedin.com/company/company235,1000+,1,1,0,0,2020-08-23,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
236,EMP0236,Company 236,Enterprise,Finance,Private,USA,MA,Boston,https://company236.com,https://linkedin.com/company/company236,1-49,0,0,0,1,2020-08-24,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
237,EMP0237,Company 237,Gov,Retail,Public,USA,GA,Atlanta,https://company237.com,https://linkedin.com/company/company237,50-199,1,1,1,0,2020-08-25,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
238,EMP0238,Company 238,Nonprofit,Education,Gov,USA,AZ,Phoenix,https://company238.com,https://linkedin.com/company/company238,200-999,0,0,0,0,2020-08-26,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
239,EMP0239,Company 239,Other,Manufacturing,Nonprofit,USA,NC,Charlotte,https://company239.com,https://linkedin.com/company/company239,1000+,1,1,0,0,2020-08-27,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
240,EMP0240,Company 240,Startup,Consulting,Private,USA,MO,St. Louis,https://company240.com,https://linkedin.com/company/company240,1-49,0,0,1,1,2020-08-28,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
241,EMP0241,Company 241,SMB,Media,Public,USA,IL,Chicago,https://company241.com,https://linkedin.com/company/company241,50-199,1,1,0,0,2020-08-29,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
242,EMP0242,Company 242,Enterprise,Aerospace,Gov,USA,CA,Mountain View,https://company242.com,https://linkedin.com/company/company242,200-999,0,0,0,0,2020-08-30,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
243,EMP0243,Company 243,Gov,Technology,Nonprofit,USA,TX,Austin,https://company243.com,https://linkedin.com/company/company243,1000+,1,1,1,0,2020-08-31,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
244,EMP0244,Company 244,Nonprofit,Healthcare,Private,USA,NY,New York,https://company244.com,https://linkedin.com/company/company244,1-49,0,0,0,1,2020-09-01,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
245,EMP0245,Company 245,Other,Finance,Public,USA,WA,Seattle,https://company245.com,https://linkedin.com/company/company245,50-199,1,1,0,0,2020-09-02,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
246,EMP0246,Company 246,Startup,Retail,Gov,USA,MA,Boston,https://company246.com,https://linkedin.com/company/company246,200-999,0,0,1,0,2020-09-03,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
247,EMP0247,Company 247,SMB,Education,Nonprofit,USA,GA,Atlanta,https://company247.com,https://linkedin.com/company/company247,1000+,1,1,0,0,2020-09-04,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
248,EMP0248,Company 248,Enterprise,Manufacturing,Private,USA,AZ,Phoenix,https://company248.com,https://linkedin.com/company/company248,1-49,0,0,0,1,2020-09-05,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
249,EMP0249,Company 249,Gov,Consulting,Public,USA,NC,Charlotte,https://company249.com,https://linkedin.com/company/company249,50-199,1,1,1,0,2020-09-06,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
250,EMP0250,Company 250,Nonprofit,Media,Gov,USA,MO,St. Louis,https://company250.com,https://linkedin.com/company/company250,200-999,0,0,0,0,2020-09-07,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
251,EMP0251,Company 251,Other,Aerospace,Nonprofit,USA,IL,Chicago,https://company251.com,https://linkedin.com/company/company251,1000+,1,1,0,0,2020-09-08,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
252,EMP0252,Company 252,Startup,Technology,Private,USA,CA,Mountain View,https://company252.com,https://linkedin.com/company/company252,1-49,0,0,1,1,2020-09-09,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
253,EMP0253,Company 253,SMB,Healthcare,Public,USA,TX,Austin,https://company253.com,https://linkedin.com/company/company253,50-199,1,1,0,0,2020-09-10,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
254,EMP0254,Company 254,Enterprise,Finance,Gov,USA,NY,New York,https://company254.com,https://linkedin.com/company/company254,200-999,0,0,0,0,2020-09-11,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
255,EMP0255,Company 255,Gov,Retail,Nonprofit,USA,WA,Seattle,https://company255.com,https://linkedin.com/company/company255,1000+,1,1,1,0,2020-09-12,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
256,EMP0256,Company 256,Nonprofit,Education,Private,USA,MA,Boston,https://company256.com,https://linkedin.com/company/company256,1-49,0,0,0,1,2020-09-13,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
257,EMP0257,Company 257,Other,Manufacturing,Public,USA,GA,Atlanta,https://company257.com,https://linkedin.com/company/company257,50-199,1,1,0,0,2020-09-14,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
258,EMP0258,Company 258,Startup,Consulting,Gov,USA,AZ,Phoenix,https://company258.com,https://linkedin.com/company/company258,200-999,0,0,1,0,2020-09-15,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
259,EMP0259,Company 259,SMB,Media,Nonprofit,USA,NC,Charlotte,https://company259.com,https://linkedin.com/company/company259,1000+,1,1,0,0,2020-09-16,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
260,EMP0260,Company 260,Enterprise,Aerospace,Private,USA,MO,St. Louis,https://company260.com,https://linkedin.com/company/company260,1-49,0,0,0,1,2020-09-17,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
261,EMP0261,Company 261,Gov,Technology,Public,USA,IL,Chicago,https://company261.com,https://linkedin.com/company/company261,50-199,1,1,1,0,2020-09-18,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
262,EMP0262,Company 262,Nonprofit,Healthcare,Gov,USA,CA,Mountain View,https://company262.com,https://linkedin.com/company/company262,200-999,0,0,0,0,2020-09-19,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
263,EMP0263,Company 263,Other,Finance,Nonprofit,USA,TX,Austin,https://company263.com,https://linkedin.com/company/company263,1000+,1,1,0,0,2020-09-20,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
264,EMP0264,Company 264,Startup,Retail,Private,USA,NY,New York,https://company264.com,https://linkedin.com/company/company264,1-49,0,0,1,1,2020-09-21,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
265,EMP0265,Company 265,SMB,Education,Public,USA,WA,Seattle,https://company265.com,https://linkedin.com/company/company265,50-199,1,1,0,0,2020-09-22,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
266,EMP0266,Company 266,Enterprise,Manufacturing,Gov,USA,MA,Boston,https://company266.com,https://linkedin.com/company/company266,200-999,0,0,0,0,2020-09-23,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
267,EMP0267,Company 267,Gov,Consulting,Nonprofit,USA,GA,Atlanta,https://company267.com,https://linkedin.com/company/company267,1000+,1,1,1,0,2020-09-24,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
268,EMP0268,Company 268,Nonprofit,Media,Private,USA,AZ,Phoenix,https://company268.com,https://linkedin.com/company/company268,1-49,0,0,0,1,2020-09-25,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
269,EMP0269,Company 269,Other,Aerospace,Public,USA,NC,Charlotte,https://company269.com,https://linkedin.com/company/company269,50-199,1,1,0,0,2020-09-26,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
270,EMP0270,Company 270,Startup,Technology,Gov,USA,MO,St. Louis,https://company270.com,https://linkedin.com/company/company270,200-999,0,0,1,0,2020-09-27,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
271,EMP0271,Company 271,SMB,Healthcare,Nonprofit,USA,IL,Chicago,https://company271.com,https://linkedin.com/company/company271,1000+,1,1,0,0,2020-09-28,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
272,EMP0272,Company 272,Enterprise,Finance,Private,USA,CA,Mountain View,https://company272.com,https://linkedin.com/company/company272,1-49,0,0,0,1,2020-09-29,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
273,EMP0273,Company 273,Gov,Retail,Public,USA,TX,Austin,https://company273.com,https://linkedin.com/company/company273,50-199,1,1,1,0,2020-09-30,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
274,EMP0274,Company 274,Nonprofit,Education,Gov,USA,NY,New York,https://company274.com,https://linkedin.com/company/company274,200-999,0,0,0,0,2020-10-01,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
275,EMP0275,Company 275,Other,Manufacturing,Nonprofit,USA,WA,Seattle,https://company275.com,https://linkedin.com/company/company275,1000+,1,1,0,0,2020-10-02,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
276,EMP0276,Company 276,Startup,Consulting,Private,USA,MA,Boston,https://company276.com,https://linkedin.com/company/company276,1-49,0,0,1,1,2020-10-03,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
277,EMP0277,Company 277,SMB,Media,Public,USA,GA,Atlanta,https://company277.com,https://linkedin.com/company/company277,50-199,1,1,0,0,2020-10-04,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
278,EMP0278,Company 278,Enterprise,Aerospace,Gov,USA,AZ,Phoenix,https://company278.com,https://linkedin.com/company/company278,200-999,0,0,0,0,2020-10-05,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
279,EMP0279,Company 279,Gov,Technology,Nonprofit,USA,NC,Charlotte,https://company279.com,https://linkedin.com/company/company279,1000+,1,1,1,0,2020-10-06,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
280,EMP0280,Company 280,Nonprofit,Healthcare,Private,USA,MO,St. Louis,https://company280.com,https://linkedin.com/company/company280,1-49,0,0,0,1,2020-10-07,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
281,EMP0281,Company 281,Other,Finance,Public,USA,IL,Chicago,https://company281.com,https://linkedin.com/company/company281,50-199,1,1,0,0,2020-10-08,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
282,EMP0282,Company 282,Startup,Retail,Gov,USA,CA,Mountain View,https://company282.com,https://linkedin.com/company/company282,200-999,0,0,1,0,2020-10-09,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
283,EMP0283,Company 283,SMB,Education,Nonprofit,USA,TX,Austin,https://company283.com,https://linkedin.com/company/company283,1000+,1,1,0,0,2020-10-10,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
284,EMP0284,Company 284,Enterprise,Manufacturing,Private,USA,NY,New York,https://company284.com,https://linkedin.com/company/company284,1-49,0,0,0,1,2020-10-11,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
285,EMP0285,Company 285,Gov,Consulting,Public,USA,WA,Seattle,https://company285.com,https://linkedin.com/company/company285,50-199,1,1,1,0,2020-10-12,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
286,EMP0286,Company 286,Nonprofit,Media,Gov,USA,MA,Boston,https://company286.com,https://linkedin.com/company/company286,200-999,0,0,0,0,2020-10-13,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
287,EMP0287,Company 287,Other,Aerospace,Nonprofit,USA,GA,Atlanta,https://company287.com,https://linkedin.com/company/company287,1000+,1,1,0,0,2020-10-14,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
288,EMP0288,Company 288,Startup,Technology,Private,USA,AZ,Phoenix,https://company288.com,https://linkedin.com/company/company288,1-49,0,0,1,1,2020-10-15,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
289,EMP0289,Company 289,SMB,Healthcare,Public,USA,NC,Charlotte,https://company289.com,https://linkedin.com/company/company289,50-199,1,1,0,0,2020-10-16,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
290,EMP0290,Company 290,Enterprise,Finance,Gov,USA,MO,St. Louis,https://company290.com,https://linkedin.com/company/company290,200-999,0,0,0,0,2020-10-17,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
291,EMP0291,Company 291,Gov,Retail,Nonprofit,USA,IL,Chicago,https://company291.com,https://linkedin.com/company/company291,1000+,1,1,1,0,2020-10-18,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
292,EMP0292,Company 292,Nonprofit,Education,Private,USA,CA,Mountain View,https://company292.com,https://linkedin.com/company/company292,1-49,0,0,0,1,2020-10-19,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
293,EMP0293,Company 293,Other,Manufacturing,Public,USA,TX,Austin,https://company293.com,https://linkedin.com/company/company293,50-199,1,1,0,0,2020-10-20,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
294,EMP0294,Company 294,Startup,Consulting,Gov,USA,NY,New York,https://company294.com,https://linkedin.com/company/company294,200-999,0,0,1,0,2020-10-21,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
295,EMP0295,Company 295,SMB,Media,Nonprofit,USA,WA,Seattle,https://company295.com,https://linkedin.com/company/company295,1000+,1,1,0,0,2020-10-22,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
296,EMP0296,Company 296,Enterprise,Aerospace,Private,USA,MA,Boston,https://company296.com,https://linkedin.com/company/company296,1-49,0,0,0,1,2020-10-23,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
297,EMP0297,Company 297,Gov,Technology,Public,USA,GA,Atlanta,https://company297.com,https://linkedin.com/company/company297,50-199,1,1,1,0,2020-10-24,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
298,EMP0298,Company 298,Nonprofit,Healthcare,Gov,USA,AZ,Phoenix,https://company298.com,https://linkedin.com/company/company298,200-999,0,0,0,0,2020-10-25,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
299,EMP0299,Company 299,Other,Finance,Nonprofit,USA,NC,Charlotte,https://company299.com,https://linkedin.com/company/company299,1000+,1,1,0,0,2020-10-26,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
300,EMP0300,Company 300,Startup,Retail,Private,USA,MO,St. Louis,https://company300.com,https://linkedin.com/company/company300,1-49,0,0,1,1,2020-10-27,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
301,EMP0301,Company 301,SMB,Education,Public,USA,IL,Chicago,https://company301.com,https://linkedin.com/company/company301,50-199,1,1,0,0,2020-10-28,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
302,EMP0302,Company 302,Enterprise,Manufacturing,Gov,USA,CA,Mountain View,https://company302.com,https://linkedin.com/company/company302,200-999,0,0,0,0,2020-10-29,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
303,EMP0303,Company 303,Gov,Consulting,Nonprofit,USA,TX,Austin,https://company303.com,https://linkedin.com/company/company303,1000+,1,1,1,0,2020-10-30,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
304,EMP0304,Company 304,Nonprofit,Media,Private,USA,NY,New York,https://company304.com,https://linkedin.com/company/company304,1-49,0,0,0,1,2020-10-31,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
305,EMP0305,Company 305,Other,Aerospace,Public,USA,WA,Seattle,https://company305.com,https://linkedin.com/company/company305,50-199,1,1,0,0,2020-11-01,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
306,EMP0306,Company 306,Startup,Technology,Gov,USA,MA,Boston,https://company306.com,https://linkedin.com/company/company306,200-999,0,0,1,0,2020-11-02,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
307,EMP0307,Company 307,SMB,Healthcare,Nonprofit,USA,GA,Atlanta,https://company307.com,https://linkedin.com/company/company307,1000+,1,1,0,0,2020-11-03,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
308,EMP0308,Company 308,Enterprise,Finance,Private,USA,AZ,Phoenix,https://company308.com,https://linkedin.com/company/company308,1-49,0,0,0,1,2020-11-04,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
309,EMP0309,Company 309,Gov,Retail,Public,USA,NC,Charlotte,https://company309.com,https://linkedin.com/company/company309,50-199,1,1,1,0,2020-11-05,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
310,EMP0310,Company 310,Nonprofit,Education,Gov,USA,MO,St. Louis,https://company310.com,https://linkedin.com/company/company310,200-999,0,0,0,0,2020-11-06,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
311,EMP0311,Company 311,Other,Manufacturing,Nonprofit,USA,IL,Chicago,https://company311.com,https://linkedin.com/company/company311,1000+,1,1,0,0,2020-11-07,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
312,EMP0312,Company 312,Startup,Consulting,Private,USA,CA,Mountain View,https://company312.com,https://linkedin.com/company/company312,1-49,0,0,1,1,2020-11-08,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
313,EMP0313,Company 313,SMB,Media,Public,USA,TX,Austin,https://company313.com,https://linkedin.com/company/company313,50-199,1,1,0,0,2020-11-09,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
314,EMP0314,Company 314,Enterprise,Aerospace,Gov,USA,NY,New York,https://company314.com,https://linkedin.com/company/company314,200-999,0,0,0,0,2020-11-10,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
315,EMP0315,Company 315,Gov,Technology,Nonprofit,USA,WA,Seattle,https://company315.com,https://linkedin.com/company/company315,1000+,1,1,1,0,2020-11-11,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
316,EMP0316,Company 316,Nonprofit,Healthcare,Private,USA,MA,Boston,https://company316.com,https://linkedin.com/company/company316,1-49,0,0,0,1,2020-11-12,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
317,EMP0317,Company 317,Other,Finance,Public,USA,GA,Atlanta,https://company317.com,https://linkedin.com/company/company317,50-199,1,1,0,0,2020-11-13,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
318,EMP0318,Company 318,Startup,Retail,Gov,USA,AZ,Phoenix,https://company318.com,https://linkedin.com/company/company318,200-999,0,0,1,0,2020-11-14,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
319,EMP0319,Company 319,SMB,Education,Nonprofit,USA,NC,Charlotte,https://company319.com,https://linkedin.com/company/company319,1000+,1,1,0,0,2020-11-15,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
320,EMP0320,Company 320,Enterprise,Manufacturing,Private,USA,MO,St. Louis,https://company320.com,https://linkedin.com/company/company320,1-49,0,0,0,1,2020-11-16,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
321,EMP0321,Company 321,Gov,Consulting,Public,USA,IL,Chicago,https://company321.com,https://linkedin.com/company/company321,50-199,1,1,1,0,2020-11-17,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
322,EMP0322,Company 322,Nonprofit,Media,Gov,USA,CA,Mountain View,https://company322.com,https://linkedin.com/company/company322,200-999,0,0,0,0,2020-11-18,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
323,EMP0323,Company 323,Other,Aerospace,Nonprofit,USA,TX,Austin,https://company323.com,https://linkedin.com/company/company323,1000+,1,1,0,0,2020-11-19,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
324,EMP0324,Company 324,Startup,Technology,Private,USA,NY,New York,https://company324.com,https://linkedin.com/company/company324,1-49,0,0,1,1,2020-11-20,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
325,EMP0325,Company 325,SMB,Healthcare,Public,USA,WA,Seattle,https://company325.com,https://linkedin.com/company/company325,50-199,1,1,0,0,2020-11-21,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
326,EMP0326,Company 326,Enterprise,Finance,Gov,USA,MA,Boston,https://company326.com,https://linkedin.com/company/company326,200-999,0,0,0,0,2020-11-22,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
327,EMP0327,Company 327,Gov,Retail,Nonprofit,USA,GA,Atlanta,https://company327.com,https://linkedin.com/company/company327,1000+,1,1,1,0,2020-11-23,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
328,EMP0328,Company 328,Nonprofit,Education,Private,USA,AZ,Phoenix,https://company328.com,https://linkedin.com/company/company328,1-49,0,0,0,1,2020-11-24,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
329,EMP0329,Company 329,Other,Manufacturing,Public,USA,NC,Charlotte,https://company329.com,https://linkedin.com/company/company329,50-199,1,1,0,0,2020-11-25,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
330,EMP0330,Company 330,Startup,Consulting,Gov,USA,MO,St. Louis,https://company330.com,https://linkedin.com/company/company330,200-999,0,0,1,0,2020-11-26,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
331,EMP0331,Company 331,SMB,Media,Nonprofit,USA,IL,Chicago,https://company331.com,https://linkedin.com/company/company331,1000+,1,1,0,0,2020-11-27,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
332,EMP0332,Company 332,Enterprise,Aerospace,Private,USA,CA,Mountain View,https://company332.com,https://linkedin.com/company/company332,1-49,0,0,0,1,2020-11-28,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
333,EMP0333,Company 333,Gov,Technology,Public,USA,TX,Austin,https://company333.com,https://linkedin.com/company/company333,50-199,1,1,1,0,2020-11-29,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
334,EMP0334,Company 334,Nonprofit,Healthcare,Gov,USA,NY,New York,https://company334.com,https://linkedin.com/company/company334,200-999,0,0,0,0,2020-11-30,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
335,EMP0335,Company 335,Other,Finance,Nonprofit,USA,WA,Seattle,https://company335.com,https://linkedin.com/company/company335,1000+,1,1,0,0,2020-12-01,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
336,EMP0336,Company 336,Startup,Retail,Private,USA,MA,Boston,https://company336.com,https://linkedin.com/company/company336,1-49,0,0,1,1,2020-12-02,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
337,EMP0337,Company 337,SMB,Education,Public,USA,GA,Atlanta,https://company337.com,https://linkedin.com/company/company337,50-199,1,1,0,0,2020-12-03,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
338,EMP0338,Company 338,Enterprise,Manufacturing,Gov,USA,AZ,Phoenix,https://company338.com,https://linkedin.com/company/company338,200-999,0,0,0,0,2020-12-04,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
339,EMP0339,Company 339,Gov,Consulting,Nonprofit,USA,NC,Charlotte,https://company339.com,https://linkedin.com/company/company339,1000+,1,1,1,0,2020-12-05,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
340,EMP0340,Company 340,Nonprofit,Media,Private,USA,MO,St. Louis,https://company340.com,https://linkedin.com/company/company340,1-49,0,0,0,1,2020-12-06,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
341,EMP0341,Company 341,Other,Aerospace,Public,USA,IL,Chicago,https://company341.com,https://linkedin.com/company/company341,50-199,1,1,0,0,2020-12-07,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
342,EMP0342,Company 342,Startup,Technology,Gov,USA,CA,Mountain View,https://company342.com,https://linkedin.com/company/company342,200-999,0,0,1,0,2020-12-08,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
