fact_id,student_key,employer_key,contact_key,event_key,event_date_key,hire_date_key,alumni_employee_id_at_employer,participated_university_event_flag,participated_outside_event_flag,alumni_event_flag,applications_submitted,interviews_count,job_offers_count,hired_flag,donations_amount,mentorship_hours,referrals_made,engagement_score,job_role
467,467,467,467,467,20210411,20210415,EMP-00467-00467,0,0,1,4,3,0,0,51.33,9.2,2,4.10,SDET
468,468,468,468,468,20210412,20210416,EMP-00468-00468,1,0,0,3,0,0,0,52.00,0.0,0,1.20,"Software Test Engineer"
469,469,469,469,469,20210413,20210417,EMP-00469-00469,0,1,0,5,1,1,0,52.67,0.8,1,2.10,"Software Developer"
470,470,470,470,470,20210414,20210418,EMP-00470-00470,0,0,1,2,2,1,1,53.33,1.7,2,2.80,"Full Stack Developer"
471,471,471,471,471,20210415,20210419,EMP-00471-00471,1,0,0,1,3,1,1,54.00,2.5,0,2.90,"Java Developer"
472,472,472,472,472,20210416,20210420,EMP-00472-00472,0,1,0,3,0,0,0,54.67,3.3,1,2.80,"Python Developer"
473,473,473,473,473,20210417,20210421,EMP-00473-00473,0,0,1,5,1,0,0,55.33,4.2,2,4.50,"Power BI Developer"
474,474,474,474,474,20210418,20210422,EMP-00474-00474,1,0,0,4,2,0,0,56.00,5.0,0,1.60,"Statistics Engineer"
475,475,475,475,475,20210419,20210423,EMP-00475-00475,0,1,0,1,3,1,1,56.67,5.8,1,1.50,HR
476,476,476,476,476,20210420,20210424,EMP-00476-00476,0,0,1,3,0,1,1,57.33,6.7,2,3.20,"Business Analyst"
477,477,477,477,477,20210421,20210425,EMP-00477-00477,1,0,0,2,1,0,0,58.00,7.5,0,2.30,"Scrum Master"
478,478,478,478,478,20210422,20210426,EMP-00478-00478,0,1,0,4,2,0,0,58.67,8.3,1,3.20,"Test Engineer"
479,479,479,479,479,20210423,20210427,EMP-00479-00479,0,0,1,6,3,0,0,59.33,9.2,2,4.90,"Data Test Engineer"
480,480,480,480,480,20210424,20210428,EMP-00480-00480,1,0,0,0,0,1,1,60.00,0.0,0,1.00,"Project Manager"
481,481,481,481,481,20210425,20210429,EMP-00481-00481,0,1,0,2,1,1,1,60.67,0.8,1,1.90,"Data Analyst"
482,482,482,482,482,20210426,20210430,EMP-00482-00482,0,0,1,4,2,0,0,61.33,1.7,2,2.60,"Data Engineer"
483,483,483,483,483,20210427,20210501,EMP-00483-00483,1,0,0,3,3,1,0,62.00,2.5,0,2.70,"AI Engineer"
484,484,484,484,484,20210428,20210502,EMP-00484-00484,0,1,0,5,0,0,0,62.67,3.3,1,3.60,"ML Engineer"
485,485,485,485,485,20210429,20210503,EMP-00485-00485,0,0,1,2,1,1,1,63.33,4.2,2,4.30,"Data Scientist"
486,486,486,486,486,20210430,20210504,EMP-00486-00486,1,0,0,1,2,1,1,64.00,5.0,0,1.40,"Data Specialist"
487,487,487,487,487,20210501,20210505,EMP-00487-00487,0,1,0,3,3,0,0,64.67,5.8,1,1.30,"SecOps Engineer"
488,488,488,488,488,20210502,20210506,EMP-00488-00488,0,0,1,5,0,0,0,65.33,6.7,2,3.00,"Security Engineer"
489,489,489,489,489,20210503,20210507,EMP-00489-00489,1,0,0,4,1,0,0,66.00,7.5,0,3.10,"IAM Engineer"
490,490,490,490,490,20210504,20210508,EMP-00490-00490,0,1,0,1,2,1,1,66.67,8.3,1,3.00,"Cyber Professional"
491,491,491,491,491,20210505,20210509,EMP-00491-00491,0,0,1,3,3,1,1,67.33,9.2,2,4.70,SDET
492,492,492,492,492,20210506,20210510,EMP-00492-00492,1,0,0,2,0,0,0,68.00,0.0,0,0.80,"Software Test Engineer"
493,493,493,493,493,20210507,20210511,EMP-00493-00493,0,1,0,4,1,0,0,68.67,0.8,1,1.70,"Software Developer"
494,494,494,494,494,20210508,20210512,EMP-00494-00494,0,0,1,6,2,0,0,69.33,1.7,2,3.40,"Full Stack Developer"
495,495,495,495,495,20210509,20210513,EMP-00495-00495,1,0,0,0,3,1,1,70.00,2.5,0,2.50,"Java Developer"
496,496,496,496,496,20210510,20210514,EMP-00496-00496,0,1,0,2,0,1,1,70.67,3.3,1,3.40,"Python Developer"
497,497,497,497,497,20210511,20210515,EMP-00497-00497,0,0,1,4,1,1,0,71.33,4.2,2,4.10,"Power BI Developer"
498,498,498,498,498,20210512,20210516,EMP-00498-00498,1,0,0,3,2,0,0,72.00,5.0,0,1.20,"Statistics Engineer"
499,499,499,499,499,20210513,20210517,EMP-00499-00499,0,1,0,5,3,0,0,72.67,5.8,1,2.10,HR
500,500,500,500,500,20210514,20210518,EMP-00500-00500,0,0,1,2,0,1,1,73.33,6.7,2,2.80,"Business Analyst"
501,501,501,501,501,20210515,20210519,EMP-00501-00501,1,0,0,1,1,1,1,74.00,7.5,0,2.90,"Scrum Master"
502,502,502,502,502,20210516,20210520,EMP-00502-00502,0,1,0,3,2,0,0,74.67,8.3,1,2.80,"Test Engineer"
503,503,503,503,503,20210517,20210521,EMP-00503-00503,0,0,1,5,3,0,0,75.33,9.2,2,4.50,"Data Test Engineer"
504,504,504,504,504,20210518,20210522,EMP-00504-00504,1,0,0,4,0,1,0,76.00,0.0,0,1.60,"Project Manager"
505,505,505,505,505,20210519,20210523,EMP-00505-00505,0,1,0,1,1,1,1,76.67,0.8,1,1.50,"Data Analyst"
506,506,506,506,506,20210520,20210524,EMP-00506-00506,0,0,1,3,2,1,1,77.33,1.7,2,3.20,"Data Engineer"
507,507,507,507,507,20210521,20210525,EMP-00507-00507,1,0,0,2,3,0,0,78.00,2.5,0,2.30,"AI Engineer"
508,508,508,508,508,20210522,20210526,EMP-00508-00508,0,1,0,4,0,0,0,78.67,3.3,1,3.20,"ML Engineer"
509,509,509,509,509,20210523,20210527,EMP-00509-00509,0,0,1,6,1,0,0,79.33,4.2,2,4.90,"Data Scientist"
510,510,510,510,510,20210524,20210528,EMP-00510-00510,1,0,0,0,2,1,1,80.00,5.0,0,1.00,"Data Specialist"
511,511,511,511,511,20210525,20210529,EMP-00511-00511,0,1,0,2,3,1,1,80.67,5.8,1,1.90,"SecOps Engineer"
512,512,512,512,512,20210526,20210530,EMP-00512-00512,0,0,1,4,0,0,0,81.33,6.7,2,2.60,"Security Engineer"
513,513,513,513,513,20210527,20210531,EMP-00513-00513,1,0,0,3,1,0,0,82.00,7.5,0,2.70,"IAM Engineer"
514,514,514,514,514,20210528,20210601,EMP-00514-00514,0,1,0,5,2,0,0,82.67,8.3,1,3.60,"Cyber Professional"
515,515,515,515,515,20210529,20210602,EMP-00515-00515,0,0,1,2,3,1,1,83.33,9.2,2,4.30,SDET
516,516,516,516,516,20210530,20210603,EMP-00516-00516,1,0,0,1,0,1,1,84.00,0.0,0,1.40,"Software Test Engineer"
517,517,517,517,517,20210531,20210604,EMP-00517-00517,0,1,0,3,1,0,0,84.67,0.8,1,1.30,"Software Developer"
518,518,518,518,518,20210601,20210605,EMP-00518-00518,0,0,1,5,2,1,0,85.33,1.7,2,3.00,"Full Stack Developer"
519,519,519,519,519,20210602,20210606,EMP-00519-00519,1,0,0,4,3,0,0,86.00,2.5,0,3.10,"Java Developer"
520,520,520,520,520,20210603,20210607,EMP-00520-00520,0,1,0,1,0,1,1,86.67,3.3,1,3.00,"Python Developer"
521,521,521,521,521,20210604,20210608,EMP-00521-00521,0,0,1,3,1,1,1,87.33,4.2,2,4.70,"Power BI Developer"
522,522,522,522,522,20210605,20210609,EMP-00522-00522,1,0,0,2,2,0,0,88.00,5.0,0,0.80,"Statistics Engineer"
523,523,523,523,523,20210606,20210610,EMP-00523-00523,0,1,0,4,3,0,0,88.67,5.8,1,1.70,HR
524,524,524,524,524,20210607,20210611,EMP-00524-00524,0,0,1,6,0,0,0,89.33,6.7,2,3.40,"Business Analyst"
525,525,525,525,525,20210608,20210612,EMP-00525-00525,1,0,0,0,1,1,1,90.00,7.5,0,2.50,"Scrum Master"
526,526,526,526,526,20210609,20210613,EMP-00526-00526,0,1,0,2,2,1,1,90.67,8.3,1,3.40,"Test Engineer"
527,527,527,527,527,20210610,20210614,EMP-00527-00527,0,0,1,4,3,0,0,91.33,9.2,2,4.10,"Data Test Engineer"
528,528,528,528,528,20210611,20210615,EMP-00528-00528,1,0,0,3,0,0,0,92.00,0.0,0,1.20,"Project Manager"
529,529,529,529,529,20210612,20210616,EMP-00529-00529,0,1,0,5,1,0,0,92.67,0.8,1,2.10,"Data Analyst"
530,530,530,530,530,20210613,20210617,EMP-00530-00530,0,0,1,2,2,1,1,93.33,1.7,2,2.80,"Data Engineer"
531,531,531,531,531,20210614,20210618,EMP-00531-00531,1,0,0,1,3,1,1,94.00,2.5,0,2.90,"AI Engineer"
532,532,532,532,532,20210615,20210619,EMP-00532-00532,0,1,0,3,0,1,0,94.67,3.3,1,2.80,"ML Engineer"
533,533,533,533,533,20210616,20210620,EMP-00533-00533,0,0,1,5,1,0,0,95.33,4.2,2,4.50,"Data Scientist"
534,534,534,534,534,20210617,20210621,EMP-00534-00534,1,0,0,4,2,0,0,96.00,5.0,0,1.60,"Data Specialist"
535,535,535,535,535,20210618,20210622,EMP-00535-00535,0,1,0,1,3,1,1,96.67,5.8,1,1.50,"SecOps Engineer"
536,536,536,536,536,20210619,20210623,EMP-00536-00536,0,0,1,3,0,1,1,97.33,6.7,2,3.20,"Security Engineer"
537,537,537,537,537,20210620,20210624,EMP-00537-00537,1,0,0,2,1,0,0,98.00,7.5,0,2.30,"IAM Engineer"
538,538,538,538,538,20210621,20210625,EMP-00538-00538,0,1,0,4,2,0,0,98.67,8.3,1,3.20,"Cyber Professional"
539,539,539,539,539,20210622,20210626,EMP-00539-00539,0,0,1,6,3,1,0,99.33,9.2,2,4.90,SDET
540,540,540,540,540,20210623,20210627,EMP-00540-00540,1,0,0,0,0,1,1,100.00,0.0,0,1.00,"Software Test Engineer"
541,541,541,541,541,20210624,20210628,EMP-00541-00541,0,1,0,2,1,1,1,100.67,0.8,1,1.90,"Software Developer"
542,542,542,542,542,20210625,20210629,EMP-00542-00542,0,0,1,4,2,0,0,101.33,1.7,2,2.60,"Full Stack Developer"
543,543,543,543,543,20210626,20210630,EMP-00543-00543,1,0,0,3,3,0,0,102.00,2.5,0,2.70,"Java Developer"
544,544,544,544,544,20210627,20210701,EMP-00544-00544,0,1,0,5,0,0,0,102.67,3.3,1,3.60,"Python Developer"
545,545,545,545,545,20210628,20210702,EMP-00545-00545,0,0,1,2,1,1,1,103.33,4.2,2,4.30,"Power BI Developer"
546,546,546,546,546,20210629,20210703,EMP-00546-00546,1,0,0,1,2,1,1,104.00,5.0,0,1.40,"Statistics Engineer"
547,547,547,547,547,20210630,20210704,EMP-00547-00547,0,1,0,3,3,0,0,104.67,5.8,1,1.30,HR
548,548,548,548,548,20210701,20210705,EMP-00548-00548,0,0,1,5,0,0,0,105.33,6.7,2,3.00,"Business Analyst"
549,549,549,549,549,20210702,20210706,EMP-00549-00549,1,0,0,4,1,0,0,106.00,7.5,0,3.10,"Scrum Master"
550,550,550,550,550,20210703,20210707,EMP-00550-00550,0,1,0,1,2,1,1,106.67,8.3,1,3.00,"Test Engineer"
551,551,551,551,551,20210704,20210708,EMP-00551-00551,0,0,1,3,3,1,1,107.33,9.2,2,4.70,"Data Test Engineer"
552,552,552,552,552,20210705,20210709,EMP-00552-00552,1,0,0,2,0,0,0,108.00,0.0,0,0.80,"Project Manager"
553,553,553,553,553,20210706,20210710,EMP-00553-00553,0,1,0,4,1,1,0,108.67,0.8,1,1.70,"Data Analyst"
554,554,554,554,554,20210707,20210711,EMP-00554-00554,0,0,1,6,2,0,0,109.33,1.7,2,3.40,"Data Engineer"
555,555,555,555,555,20210708,20210712,EMP-00555-00555,1,0,0,0,3,1,1,110.00,2.5,0,2.50,"AI Engineer"
556,556,556,556,556,20210709,20210713,EMP-00556-00556,0,1,0,2,0,1,1,110.67,3.3,1,3.40,"ML Engineer"
557,557,557,557,557,20210710,20210714,EMP-00557-00557,0,0,1,4,1,0,0,111.33,4.2,2,4.10,"Data Scientist"
558,558,558,558,558,20210711,20210715,EMP-00558-00558,1,0,0,3,2,0,0,112.00,5.0,0,1.20,"Data Specialist"
559,559,559,559,559,20210712,20210716,EMP-00559-00559,0,1,0,5,3,0,0,112.67,5.8,1,2.10,"SecOps Engineer"
560,560,560,560,560,20210713,20210717,EMP-00560-00560,0,0,1,2,0,1,1,113.33,6.7,2,2.80,"Security Engineer"
561,561,561,561,561,20210714,20210718,EMP-00561-00561,1,0,0,1,1,1,1,114.00,7.5,0,2.90,"IAM Engineer"
562,562,562,562,562,20210715,20210719,EMP-00562-00562,0,1,0,3,2,0,0,114.67,8.3,1,2.80,"Cyber Professional"
563,563,563,563,563,20210716,20210720,EMP-00563-00563,0,0,1,5,3,0,0,115.33,9.2,2,4.50,SDET
564,564,564,564,564,20210717,20210721,EMP-00564-00564,1,0,0,4,0,0,0,116.00,0.0,0,1.60,"Software Test Engineer"
565,565,565,565,565,20210718,20210722,EMP-00565-00565,0,1,0,1,1,1,1,116.67,0.8,1,1.50,"Software Developer"
566,566,566,566,566,20210719,20210723,EMP-00566-00566,0,0,1,3,2,1,1,117.33,1.7,2,3.20,"Full Stack Developer"
567,567,567,567,567,20210720,20210724,EMP-00567-00567,1,0,0,2,3,1,0,118.00,2.5,0,2.30,"Java Developer"
568,568,568,568,568,20210721,20210725,EMP-00568-00568,0,1,0,4,0,0,0,118.67,3.3,1,3.20,"Python Developer"
569,569,569,569,569,20210722,20210726,EMP-00569-00569,0,0,1,6,1,0,0,119.33,4.2,2,4.90,"Power BI Developer"
570,570,570,570,570,20210723,20210727,EMP-00570-00570,1,0,0,0,2,1,1,120.00,5.0,0,1.00,"Statistics Engineer"
571,571,571,571,571,20210724,20210728,EMP-00571-00571,0,1,0,2,3,1,1,120.67,5.8,1,1.90,HR
572,572,572,572,572,20210725,20210729,EMP-00572-00572,0,0,1,4,0,0,0,121.33,6.7,2,2.60,"Business Analyst"
573,573,573,573,573,20210726,20210730,EMP-00573-00573,1,0,0,3,1,0,0,122.00,7.5,0,2.70,"Scrum Master"
574,574,574,574,574,20210727,20210731,EMP-00574-00574,0,1,0,5,2,1,0,122.67,8.3,1,3.60,"Test Engineer"
575,575,575,575,575,20210728,20210801,EMP-00575-00575,0,0,1,2,3,1,1,123.33,9.2,2,4.30,"Data Test Engineer"
576,576,576,576,576,20210729,20210802,EMP-00576-00576,1,0,0,1,0,1,1,124.00,0.0,0,1.40,"Project Manager"
577,577,577,577,577,20210730,20210803,EMP-00577-00577,0,1,0,3,1,0,0,124.67,0.8,1,1.30,"Data Analyst"
578,578,578,578,578,20210731,20210804,EMP-00578-00578,0,0,1,5,2,0,0,125.33,1.7,2,3.00,"Data Engineer"
579,579,579,579,579,20210801,20210805,EMP-00579-00579,1,0,0,4,3,0,0,126.00,2.5,0,3.10,"AI Engineer"
580,580,580,580,580,20210802,20210806,EMP-00580-00580,0,1,0,1,0,1,1,126.67,3.3,1,3.00,"ML Engineer"
581,581,581,581,581,20210803,20210807,EMP-00581-00581,0,0,1,3,1,1,1,127.33,4.2,2,4.70,"Data Scientist"
582,582,582,582,582,20210804,20210808,EMP-00582-00582,1,0,0,2,2,0,0,128.00,5.0,0,0.80,"Data Specialist"
583,583,583,583,583,20210805,20210809,EMP-00583-00583,0,1,0,4,3,0,0,128.67,5.8,1,1.70,"SecOps Engineer"
584,584,584,584,584,20210806,20210810,EMP-00584-00584,0,0,1,6,0,0,0,129.33,6.7,2,3.40,"Security Engineer"
585,585,585,585,585,20210807,20210811,EMP-00585-00585,1,0,0,0,1,1,1,130.00,7.5,0,2.50,"IAM Engineer"
586,586,586,586,586,20210808,20210812,EMP-00586-00586,0,1,0,2,2,1,1,130.67,8.3,1,3.40,"Cyber Professional"
587,587,587,587,587,20210809,20210813,EMP-00587-00587,0,0,1,4,3,0,0,131.33,9.2,2,4.10,SDET
588,588,588,588,588,20210810,20210814,EMP-00588-00588,1,0,0,3,0,1,0,132.00,0.0,0,1.20,"Software Test Engineer"
589,589,589,589,589,20210811,20210815,EMP-00589-00589,0,1,0,5,1,0,0,132.67,0.8,1,2.10,"Software Developer"
590,590,590,590,590,20210812,20210816,EMP-00590-00590,0,0,1,2,2,1,1,133.33,1.7,2,2.80,"Full Stack Developer"
591,591,591,591,591,20210813,20210817,EMP-00591-00591,1,0,0,1,3,1,1,134.00,2.5,0,2.90,"Java Developer"
592,592,592,592,592,20210814,20210818,EMP-00592-00592,0,1,0,3,0,0,0,134.67,3.3,1,2.80,"Python Developer"
593,593,593,593,593,20210815,20210819,EMP-00593-00593,0,0,1,5,1,0,0,135.33,4.2,2,4.50,"Power BI Developer"
594,594,594,594,594,20210816,20210820,EMP-00594-00594,1,0,0,4,2,0,0,136.00,5.0,0,1.60,"Statistics Engineer"
595,595,595,595,595,20210817,20210821,EMP-00595-00595,0,1,0,1,3,1,1,136.67,5.8,1,1.50,HR
596,596,596,596,596,20210818,20210822,EMP-00596-00596,0,0,1,3,0,1,1,137.33,6.7,2,3.20,"Business Analyst"
597,597,597,597,597,20210819,20210823,EMP-00597-00597,1,0,0,2,1,0,0,138.00,7.5,0,2.30,"Scrum Master"
598,598,598,598,598,20210820,20210824,EMP-00598-00598,0,1,0,4,2,0,0,138.67,8.3,1,3.20,"Test Engineer"
599,599,599,599,599,20210821,20210825,EMP-00599-00599,0,0,1,6,3,0,0,139.33,9.2,2,4.90,"Data Test Engineer"
600,600,600,600,600,20210822,20210826,EMP-00600-00600,1,0,0,0,0,1,1,6.67,0.0,0,1.00,"Project Manager"
601,601,601,601,601,20210823,20210827,EMP-00601-00601,0,1,0,2,1,1,1,7.33,0.8,1,1.90,"Data Analyst"
602,602,602,602,602,20210824,20210828,EMP-00602-00602,0,0,1,4,2,1,0,8.00,1.7,2,2.60,"Data Engineer"
603,603,603,603,603,20210825,20210829,EMP-00603-00603,1,0,0,3,3,0,0,8.67,2.5,0,2.70,"AI Engineer"
604,604,604,604,604,20210826,20210830,EMP-00604-00604,0,1,0,5,0,0,0,9.33,3.3,1,3.60,"ML Engineer"
605,605,605,605,605,20210827,20210831,EMP-00605-00605,0,0,1,2,1,1,1,10.00,4.2,2,4.30,"Data Scientist"
606,606,606,606,606,20210828,20210901,EMP-00606-00606,1,0,0,1,2,1,1,10.67,5.0,0,1.40,"Data Specialist"
607,607,607,607,607,20210829,20210902,EMP-00607-00607,0,1,0,3,3,0,0,11.33,5.8,1,1.30,"SecOps Engineer"
608,608,608,608,608,20210830,20210903,EMP-00608-00608,0,0,1,5,0,0,0,12.00,6.7,2,3.00,"Security Engineer"
609,609,609,609,609,20210831,20210904,EMP-00609-00609,1,0,0,4,1,1,0,12.67,7.5,0,3.10,"IAM Engineer"
610,610,610,610,610,20210901,20210905,EMP-00610-00610,0,1,0,1,2,1,1,13.33,8.3,1,3.00,"Cyber Professional"
611,611,611,611,611,20210902,20210906,EMP-00611-00611,0,0,1,3,3,1,1,14.00,9.2,2,4.70,SDET
612,612,612,612,612,20210903,20210907,EMP-00612-00612,1,0,0,2,0,0,0,14.67,0.0,0,0.80,"Software Test Engineer"
613,613,613,613,613,20210904,20210908,EMP-00613-00613,0,1,0,4,1,0,0,15.33,0.8,1,1.70,"Software Developer"
614,614,614,614,614,20210905,20210909,EMP-00614-00614,0,0,1,6,2,0,0,16.00,1.7,2,3.40,"Full Stack Developer"
615,615,615,615,615,20210906,20210910,EMP-00615-00615,1,0,0,0,3,1,1,16.67,2.5,0,2.50,"Java Developer"
616,616,616,616,616,20210907,20210911,EMP-00616-00616,0,1,0,2,0,1,1,17.33,3.3,1,3.40,"Python Developer"
617,617,617,617,617,20210908,20210912,EMP-00617-00617,0,0,1,4,1,0,0,18.00,4.2,2,4.10,"Power BI Developer"
618,618,618,618,618,20210909,20210913,EMP-00618-00618,1,0,0,3,2,0,0,18.67,5.0,0,1.20,"Statistics Engineer"
619,619,619,619,619,20210910,20210914,EMP-00619-00619,0,1,0,5,3,0,0,19.33,5.8,1,2.10,HR
620,620,620,620,620,20210911,20210915,EMP-00620-00620,0,0,1,2,0,1,1,20.00,6.7,2,2.80,"Business Analyst"
621,621,621,621,621,20210912,20210916,EMP-00621-00621,1,0,0,1,1,1,1,20.67,7.5,0,2.90,"Scrum Master"
622,622,622,622,622,20210913,20210917,EMP-00622-00622,0,1,0,3,2,0,0,21.33,8.3,1,2.80,"Test Engineer"
623,623,623,623,623,20210914,20210918,EMP-00623-00623,0,0,1,5,3,1,0,22.00,9.2,2,4.50,"Data Test Engineer"
624,624,624,624,624,20210915,20210919,EMP-00624-00624,1,0,0,4,0,0,0,22.67,0.0,0,1.60,"Project Manager"
625,625,625,625,625,20210916,20210920,EMP-00625-00625,0,1,0,1,1,1,1,23.33,0.8,1,1.50,"Data Analyst"
626,626,626,626,626,20210917,20210921,EMP-00626-00626,0,0,1,3,2,1,1,24.00,1.7,2,3.20,"Data Engineer"
627,627,627,627,627,20210918,20210922,EMP-00627-00627,1,0,0,2,3,0,0,24.67,2.5,0,2.30,"AI Engineer"
628,628,628,628,628,20210919,20210923,EMP-00628-00628,0,1,0,4,0,0,0,25.33,3.3,1,3.20,"ML Engineer"
629,629,629,629,629,20210920,20210924,EMP-00629-00629,0,0,1,6,1,0,0,26.00,4.2,2,4.90,"Data Scientist"
630,630,630,630,630,20210921,20210925,EMP-00630-00630,1,0,0,0,2,1,1,26.67,5.0,0,1.00,"Data Specialist"
631,631,631,631,631,20210922,20210926,EMP-00631-00631,0,1,0,2,3,1,1,27.33,5.8,1,1.90,"SecOps Engineer"
632,632,632,632,632,20210923,20210927,EMP-00632-00632,0,0,1,4,0,0,0,28.00,6.7,2,2.60,"Security Engineer"
633,633,633,633,633,20210924,20210928,EMP-00633-00633,1,0,0,3,1,0,0,28.67,7.5,0,2.70,"IAM Engineer"
634,634,634,634,634,20210925,20210929,EMP-00634-00634,0,1,0,5,2,0,0,29.33,8.3,1,3.60,"Cyber Professional"
635,635,635,635,635,20210926,20210930,EMP-00635-00635,0,0,1,2,3,1,1,30.00,9.2,2,4.30,SDET
636,636,636,636,636,20210927,20211001,EMP-00636-00636,1,0,0,1,0,1,1,30.67,0.0,0,1.40,"Software Test Engineer"
637,637,637,637,637,20210928,20211002,EMP-00637-00637,0,1,0,3,1,1,0,31.33,0.8,1,1.30,"Software Developer"
638,638,638,638,638,20210929,20211003,EMP-00638-00638,0,0,1,5,2,0,0,32.00,1.7,2,3.00,"Full Stack Developer"
639,639,639,639,639,20210930,20211004,EMP-00639-00639,1,0,0,4,3,0,0,32.67,2.5,0,3.10,"Java Developer"
640,640,640,640,640,20211001,20211005,EMP-00640-00640,0,1,0,1,0,1,1,33.33,3.3,1,3.00,"Python Developer"
641,641,641,641,641,20211002,20211006,EMP-00641-00641,0,0,1,3,1,1,1,34.00,4.2,2,4.70,"Power BI Developer"
642,642,642,642,642,20211003,20211007,EMP-00642-00642,1,0,0,2,2,0,0,34.67,5.0,0,0.80,"Statistics Engineer"
643,643,643,643,643,20211004,20211008,EMP-00643-00643,0,1,0,4,3,0,0,35.33,5.8,1,1.70,HR
644,644,644,644,644,20211005,20211009,EMP-00644-00644,0,0,1,6,0,1,0,36.00,6.7,2,3.40,"Business Analyst"
645,645,645,645,645,20211006,20211010,EMP-00645-00645,1,0,0,0,1,1,1,36.67,7.5,0,2.50,"Scrum Master"
646,646,646,646,646,20211007,20211011,EMP-00646-00646,0,1,0,2,2,1,1,37.33,8.3,1,3.40,"Test Engineer"
647,647,647,647,647,20211008,20211012,EMP-00647-00647,0,0,1,4,3,0,0,38.00,9.2,2,4.10,"Data Test Engineer"
648,648,648,648,648,20211009,20211013,EMP-00648-00648,1,0,0,3,0,0,0,38.67,0.0,0,1.20,"Project Manager"
649,649,649,649,649,20211010,20211014,EMP-00649-00649,0,1,0,5,1,0,0,39.33,0.8,1,2.10,"Data Analyst"
650,650,650,650,650,20211011,20211015,EMP-00650-00650,0,0,1,2,2,1,1,40.00,1.7,2,2.80,"Data Engineer"
651,651,651,651,651,20211012,20211016,EMP-00651-00651,1,0,0,1,3,1,1,40.67,2.5,0,2.90,"AI Engineer"
652,652,652,652,652,20211013,20211017,EMP-00652-00652,0,1,0,3,0,0,0,41.33,3.3,1,2.80,"ML Engineer"
653,653,653,653,653,20211014,20211018,EMP-00653-00653,0,0,1,5,1,0,0,42.00,4.2,2,4.50,"Data Scientist"
654,654,654,654,654,20211015,20211019,EMP-00654-00654,1,0,0,4,2,0,0,42.67,5.0,0,1.60,"Data Specialist"
655,655,655,655,655,20211016,20211020,EMP-00655-00655,0,1,0,1,3,1,1,43.33,5.8,1,1.50,"SecOps Engineer"
656,656,656,656,656,20211017,20211021,EMP-00656-00656,0,0,1,3,0,1,1,44.00,6.7,2,3.20,"Security Engineer"
657,657,657,657,657,20211018,20211022,EMP-00657-00657,1,0,0,2,1,0,0,44.67,7.5,0,2.30,"IAM Engineer"
658,658,658,658,658,20211019,20211023,EMP-00658-00658,0,1,0,4,2,1,0,45.33,8.3,1,3.20,"Cyber Professional"
659,659,659,659,659,20211020,20211024,EMP-00659-00659,0,0,1,6,3,0,0,46.00,9.2,2,4.90,SDET
660,660,660,660,660,20211021,20211025,EMP-00660-00660,1,0,0,0,0,1,1,46.67,0.0,0,1.00,"Software Test Engineer"
661,661,661,661,661,20211022,20211026,EMP-00661-00661,0,1,0,2,1,1,1,47.33,0.8,1,1.90,"Software Developer"
662,662,662,662,662,20211023,20211027,EMP-00662-00662,0,0,1,4,2,0,0,48.00,1.7,2,2.60,"Full Stack Developer"
663,663,663,663,663,20211024,20211028,EMP-00663-00663,1,0,0,3,3,0,0,48.67,2.5,0,2.70,"Java Developer"
664,664,664,664,664,20211025,20211029,EMP-00664-00664,0,1,0,5,0,0,0,49.33,3.3,1,3.60,"Python Developer"
665,665,665,665,665,20211026,20211030,EMP-00665-00665,0,0,1,2,1,1,1,50.00,4.2,2,4.30,"Power BI Developer"
666,666,666,666,666,20211027,20211031,EMP-00666-00666,1,0,0,1,2,1,1,50.67,5.0,0,1.40,"Statistics Engineer"
667,667,667,667,667,20211028,20211101,EMP-00667-00667,0,1,0,3,3,0,0,51.33,5.8,1,1.30,HR
668,668,668,668,668,20211029,20211102,EMP-00668-00668,0,0,1,5,0,0,0,52.00,6.7,2,3.00,"Business Analyst"
669,669,669,669,669,20211030,20211103,EMP-00669-00669,1,0,0,4,1,0,0,52.67,7.5,0,3.10,"Scrum Master"
670,670,670,670,670,20211031,20211104,EMP-00670-00670,0,1,0,1,2,1,1,53.33,8.3,1,3.00,"Test Engineer"
671,671,671,671,671,20211101,20211105,EMP-00671-00671,0,0,1,3,3,1,1,54.00,9.2,2,4.70,"Data Test Engineer"
672,672,672,672,672,20211102,20211106,EMP-00672-00672,1,0,0,2,0,1,0,54.67,0.0,0,0.80,"Project Manager"
673,673,673,673,673,20211103,20211107,EMP-00673-00673,0,1,0,4,1,0,0,55.33,0.8,1,1.70,"Data Analyst"
674,674,674,674,674,20211104,20211108,EMP-00674-00674,0,0,1,6,2,0,0,56.00,1.7,2,3.40,"Data Engineer"
675,675,675,675,675,20211105,20211109,EMP-00675-00675,1,0,0,0,3,1,1,56.67,2.5,0,2.50,"AI Engineer"
676,676,676,676,676,20211106,20211110,EMP-00676-00676,0,1,0,2,0,1,1,57.33,3.3,1,3.40,"ML Engineer"
677,677,677,677,677,20211107,20211111,EMP-00677-00677,0,0,1,4,1,0,0,58.00,4.2,2,4.10,"Data Scientist"
678,678,678,678,678,20211108,20211112,EMP-00678-00678,1,0,0,3,2,0,0,58.67,5.0,0,1.20,"Data Specialist"
679,679,679,679,679,20211109,20211113,EMP-00679-00679,0,1,0,5,3,1,0,59.33,5.8,1,2.10,"SecOps Engineer"
